product_name,category,gender,region,occasion
Lawyer Formal Suit,Formal Wear,boy,all,legal_hearing_day_event_day_event
Accountant Business Shirt,Formal Wear,girl,all,financial_audit_meeting_day_event_day_event
Sales Manager Polo,Workwear,boy,all,sales_team_review_day_event_day_event
Customer Service Dress,Workwear,girl,all,retail_store_duty_day_event_day_event
Pharmacist White Coat,Workwear,boy,all,pharmacy_duty_shift_day_event_day_event
Tech Lead Hoodie,Casual Wear,girl,silicon_valley,tech_product_meeting_day_event_day_event
Teacher Saree,Ethnic Wear,girl,all_india,school_teacher_training_day_event_day_event_day
Professor Nehru Jacket,Ethnic Wear,boy,all_india,university_cultural_fest_day_event_day_event_day
Engineer Safety Vest,Workwear,boy,all,construction_site_visit_day_event_day_event
Fashion Editor Dress,Fusion Wear,girl,all,fashion_week_event_day_event_day_event
Software Engineer T-shirt,Casual Wear,boy,silicon_valley,tech_team_huddle_day_event_day_event
UX Designer Blouse,Casual Wear,girl,all,design_sprint_session_day_event_day_event
Corporate Trainer Blazer,Formal Wear,boy,all,employee_training_workshop_day_event_day_event
HR Consultant Dress,Formal Wear,girl,all,recruitment_meeting_day_event_day_event
Bank Teller Blazer,Workwear,boy,all,bank_customer_service_duty_day_event_day_event
Marketing Specialist Jumpsuit,Formal Wear,girl,all,marketing_campaign_launch_day_event_day_event
Hotel Concierge Uniform,Workwear,boy,all,hotel_guest_services_duty_day_event_day_event
Receptionist Skirt,Formal Wear,girl,all,corporate_reception_duty_day_event_day_event
Real Estate Agent Suit,Formal Wear,boy,all,property_client_tour_day_event_day_event
Startup CEO Jacket,Casual Wear,girl,silicon_valley,venture_capital_meeting_day_event_day_event
PR Specialist Dress,Formal Wear,girl,all,public_relations_meeting_day_event_day_event
Teacher Churidar Suit,Ethnic Wear,girl,all_india,school_cultural_day_event_day_event_day
Professor Bandhgala Suit,Ethnic Wear,boy,all_india,university_lecture_day_event_day_event
Architect Work Shirt,Workwear,boy,all,construction_design_review_day_event_day_event_day
Interior Designer Dress,Casual Wear,girl,all,home_design_consultation_day_event_day_event
Surgeon Blue Scrubs,Workwear,boy,all,emergency_surgery_shift_day_event_day_event
Veterinarian Scrubs,Workwear,girl,all,animal_clinic_duty_day_event_day_event
Lawyer Navy Dress,Formal Wear,girl,all,legal_negotiation_meeting_day_event_day_event
Accountant Formal Blazer,Formal Wear,boy,all,corporate_tax_meeting_day_event_day_event_day
Sales Executive Shirt,Workwear,boy,all,sales_client_presentation_day_event_day_event
Customer Support Polo,Workwear,girl,all,call_center_duty_day_event_day_event
Pharmacologist White Coat,Workwear,boy,all,clinical_research_shift_day_event_day_event_day
Tech Consultant T-shirt,Casual Wear,girl,silicon_valley,tech_strategy_meeting_day_event_day_event
Teacher Anarkali Kurti,Ethnic Wear,girl,all_india,school_graduation_day_event_day_event_day_event
Professor Sherwani Set,Ethnic Wear,boy,all_india,university_festive_event_day_event_day_event_day
Engineer Cargo Vest,Workwear,boy,all,field_engineering_inspection_day_event_day_event_day
Fashion Stylist Jumpsuit,Fusion Wear,girl,all,fashion_photoshoot_day_event_day_event_day
Software Developer Polo,Casual Wear,boy,silicon_valley,tech_team_session_day_event_day_event_day
UI Designer Dress,Casual Wear,girl,all,design_team_review_day_event_day_event
Corporate Lawyer Blazer,Formal Wear,boy,all,legal_contract_review_day_event_day_event_day
HR Director Dress,Formal Wear,girl,all,employee_management_meeting_day_event_day_event_day
Bank Manager Suit,Formal Wear,boy,all,bank_branch_review_day_event_day_event_day
Marketing Director Blouse,Formal Wear,girl,all,brand_strategy_meeting_day_event_day_event_day
Chef Coat Set,Workwear,boy,all,culinary_event_day_event_day_event_day
Pastry Chef Apron,Workwear,girl,all,bakery_shift_duty_day_event_day_event_day
Retail Supervisor Shirt,Workwear,boy,all,store_management_shift_day_event_day_event_day
Event Manager Dress,Formal Wear,girl,all,corporate_event_management_day_event_day_event_day
Journalist Field Jacket,Workwear,boy,all,news_event_coverage_day_event_day_event_day
Public Speaker Blazer,Formal Wear,girl,all,conference_speech_day_event_day_event_day
Teacher Kurta Set,Ethnic Wear,girl,all_india,school_parent_teacher_meeting_day_event_day_event_day
Professor Kurta Pajama,Ethnic Wear,boy,all_india,university_research_conference_day_event_day_event_day
Architect Blazer,Workwear,boy,all,design_project_presentation_day_event_day_event_day
Interior Stylist Top,Casual Wear,girl,all,client_design_session_day_event_day_event_day
Surgeon Scrubs,Workwear,boy,all,hospital_surgery_shift_day_event_day_event_day
Nurse Scrubs,Workwear,girl,all,emergency_ward_shift_day_event_day_event_day
Lawyer Formal Suit,Formal Wear,boy,all,legal_hearing_day_event_day_event_day
Accountant Business Shirt,Formal Wear,girl,all,financial_audit_meeting_day_event_day_event_day
Sales Manager Polo,Workwear,boy,all,sales_team_review_day_event_day_event_day
Customer Service Dress,Workwear,girl,all,retail_store_duty_day_event_day_event_day
Pharmacist White Coat,Workwear,boy,all,pharmacy_duty_shift_day_event_day_event_day
Tech Lead Hoodie,Casual Wear,girl,silicon_valley,tech_product_meeting_day_event_day_event_day
Teacher Saree,Ethnic Wear,girl,all_india,school_teacher_training_day_event_day_event_day_event
Professor Nehru Jacket,Ethnic Wear,boy,all_india,university_cultural_fest_day_event_day_event_day_event
Engineer Safety Vest,Workwear,boy,all,construction_site_visit_day_event_day_event_day
Fashion Editor Dress,Fusion Wear,girl,all,fashion_week_event_day_event_day_event_day
Software Engineer T-shirt,Casual Wear,boy,silicon_valley,tech_team_huddle_day_event_day_event_day
UX Designer Blouse,Casual Wear,girl,all,design_sprint_session_day_event_day_event_day
Corporate Trainer Blazer,Formal Wear,boy,all,employee_training_workshop_day_event_day_event_day
HR Consultant Dress,Formal Wear,girl,all,recruitment_meeting_day_event_day_event_day
Bank Teller Blazer,Workwear,boy,all,bank_customer_service_duty_day_event_day_event_day
Marketing Specialist Jumpsuit,Formal Wear,girl,all,marketing_campaign_launch_day_event_day_event_day
Hotel Concierge Uniform,Workwear,boy,all,hotel_guest_services_duty_day_event_day_event_day
Receptionist Skirt,Formal Wear,girl,all,corporate_reception_duty_day_event_day_event_day
Real Estate Agent Suit,Formal Wear,boy,all,property_client_tour_day_event_day_event_day
Startup CEO Jacket,Casual Wear,girl,silicon_valley,venture_capital_meeting_day_event_day_event_day
PR Specialist Dress,Formal Wear,girl,all,public_relations_meeting_day_event_day_event_day
Teacher Churidar Suit,Ethnic Wear,girl,all_india,school_cultural_day_event_day_event_day_event
Professor Bandhgala Suit,Ethnic Wear,boy,all_india,university_lecture_day_event_day_event_day
Architect Work Shirt,Workwear,boy,all,construction_design_review_day_event_day_event_day_event
Interior Designer Dress,Casual Wear,girl,all,home_design_consultation_day_event_day_event_day
Surgeon Blue Scrubs,Workwear,boy,all,emergency_surgery_shift_day_event_day_event_day
Veterinarian Scrubs,Workwear,girl,all,animal_clinic_duty_day_event_day_event_day
Lawyer Navy Dress,Formal Wear,girl,all,legal_negotiation_meeting_day_event_day_event_day
Accountant Formal Blazer,Formal Wear,boy,all,corporate_tax_meeting_day_event_day_event_day_event
Sales Executive Shirt,Workwear,boy,all,sales_client_presentation_day_event_day_event_day
Customer Support Polo,Workwear,girl,all,call_center_duty_day_event_day_event_day
Pharmacologist White Coat,Workwear,boy,all,clinical_research_shift_day_event_day_event_day_event
Tech Consultant T-shirt,Casual Wear,girl,silicon_valley,tech_strategy_meeting_day_event_day_event_day
Teacher Anarkali Kurti,Ethnic Wear,girl,all_india,school_graduation_day_event_day_event_day_event_day
Professor Sherwani Set,Ethnic Wear,boy,all_india,university_festive_event_day_event_day_event_day_event
Engineer Cargo Vest,Workwear,boy,all,field_engineering_inspection_day_event_day_event_day_event
Fashion Stylist Jumpsuit,Fusion Wear,girl,all,fashion_photoshoot_day_event_day_event_day_event
Software Developer Polo,Casual Wear,boy,silicon_valley,tech_team_session_day_event_day_event_day_event
UI Designer Dress,Casual Wear,girl,all,design_team_review_day_event_day_event_day
Corporate Lawyer Blazer,Formal Wear,boy,all,legal_contract_review_day_event_day_event_day_event
HR Director Dress,Formal Wear,girl,all,employee_management_meeting_day_event_day_event_day_event
Bank Manager Suit,Formal Wear,boy,all,bank_branch_review_day_event_day_event_day_event
Marketing Director Blouse,Formal Wear,girl,all,brand_strategy_meeting_day_event_day_event_day_event
Chef Coat Set,Workwear,boy,all,culinary_event_day_event_day_event_day_event
Pastry Chef Apron,Workwear,girl,all,bakery_shift_duty_day_event_day_event_day_event
Retail Supervisor Shirt,Workwear,boy,all,store_management_shift_day_event_day_event_day_event
Event Manager Dress,Formal Wear,girl,all,corporate_event_management_day_event_day_event_day_event
Journalist Field Jacket,Workwear,boy,all,news_event_coverage_day_event_day_event_day_event
Public Speaker Blazer,Formal Wear,girl,all,conference_speech_day_event_day_event_day_event
Teacher Kurta Set,Ethnic Wear,girl,all_india,school_parent_teacher_meeting_day_event_day_event_day_event
Professor Kurta Pajama,Ethnic Wear,boy,all_india,university_research_conference_day_event_day_event_day_event
Architect Blazer,Workwear,boy,all,design_project_presentation_day_event_day_event_day_event
Interior Stylist Top,Casual Wear,girl,all,client_design_session_day_event_day_event_day_event
Surgeon Scrubs,Workwear,boy,all,hospital_surgery_shift_day_event_day_event_day_event
Nurse Scrubs,Workwear,girl,all,emergency_ward_shift_day_event_day_event_day_event
Lawyer Formal Suit,Formal Wear,boy,all,legal_hearing_day_event_day_event_day_event
Accountant Business Shirt,Formal Wear,girl,all,financial_audit_meeting_day_event_day_event_day_event
Sales Manager Polo,Workwear,boy,all,sales_team_review_day_event_day_event_day_event
Customer Service Dress,Workwear,girl,all,retail_store_duty_day_event_day_event_day_event
Pharmacist White Coat,Workwear,boy,all,pharmacy_duty_shift_day_event_day_event_day_event
Tech Lead Hoodie,Casual Wear,girl,silicon_valley,tech_product_meeting_day_event_day_event_day_event
Teacher Saree,Ethnic Wear,girl,all_india,school_teacher_training_day_event_day_event_day_event_day
Professor Nehru Jacket,Ethnic Wear,boy,all_india,university_cultural_fest_day_event_day_event_day_event_day
Engineer Safety Vest,Workwear,boy,all,construction_site_visit_day_event_day_event_day_event
Fashion Editor Dress,Fusion Wear,girl,all,fashion_week_event_day_event_day_event_day_event
Software Engineer T-shirt,Casual Wear,boy,silicon_valley,tech_team_huddle_day_event_day_event_day_event
UX Designer Blouse,Casual Wear,girl,all,design_sprint_session_day_event_day_event_day_event
Corporate Trainer Blazer,Formal Wear,boy,all,employee_training_workshop_day_event_day_event_day_event
HR Consultant Dress,Formal Wear,girl,all,recruitment_meeting_day_event_day_event_day_event
Bank Teller Blazer,Workwear,boy,all,bank_customer_service_duty_day_event_day_event_day_event
Marketing Specialist Jumpsuit,Formal Wear,girl,all,marketing_campaign_launch_day_event_day_event_day_event
Hotel Concierge Uniform,Workwear,boy,all,hotel_guest_services_duty_day_event_day_event_day_event
Receptionist Skirt,Formal Wear,girl,all,corporate_reception_duty_day_event_day_event_day_event
Real Estate Agent Suit,Formal Wear,boy,all,property_client_tour_day_event_day_event_day_event
Startup CEO Jacket,Casual Wear,girl,silicon_valley,venture_capital_meeting_day_event_day_event_day_event
PR Specialist Dress,Formal Wear,girl,all,public_relations_meeting_day_event_day_event_day_event
Teacher Churidar Suit,Ethnic Wear,girl,all_india,school_cultural_day_event_day_event_day_event_day
Professor Bandhgala Suit,Ethnic Wear,boy,all_india,university_lecture_day_event_day_event_day_event
Architect Work Shirt,Workwear,boy,all,construction_design_review_day_event_day_event_day_event_day
Interior Designer Dress,Casual Wear,girl,all,home_design_consultation_day_event_day_event_day_event
Surgeon Blue Scrubs,Workwear,boy,all,emergency_surgery_shift_day_event_day_event_day_event
Veterinarian Scrubs,Workwear,girl,all,animal_clinic_duty_day_event_day_event_day_event
Lawyer Navy Dress,Formal Wear,girl,all,legal_negotiation_meeting_day_event_day_event_day_event
Accountant Formal Blazer,Formal Wear,boy,all,corporate_tax_meeting_day_event_day_event_day_event_day
Sales Executive Shirt,Workwear,boy,all,sales_client_presentation_day_event_day_event_day_event
Customer Support Polo,Workwear,girl,all,call_center_duty_day_event_day_event_day_event
Pharmacologist White Coat,Workwear,boy,all,clinical_research_shift_day_event_day_event_day_event_day
Tech Consultant T-shirt,Casual Wear,girl,silicon_valley,tech_strategy_meeting_day_event_day_event_day_event
Teacher Anarkali Kurti,Ethnic Wear,girl,all_india,school_graduation_day_event_day_event_day_event_day_event
Professor Sherwani Set,Ethnic Wear,boy,all_india,university_festive_event_day_event_day_event_day_event_day
Engineer Cargo Vest,Workwear,boy,all,field_engineering_inspection_day_event_day_event_day_event_day
Fashion Stylist Jumpsuit,Fusion Wear,girl,all,fashion_photoshoot_day_event_day_event_day_event_day
Software Developer Polo,Casual Wear,boy,silicon_valley,tech_team_session_day_event_day_event_day_event_day
UI Designer Dress,Casual Wear,girl,all,design_team_review_day_event_day_event_day_event
Corporate Lawyer Blazer,Formal Wear,boy,all,legal_contract_review_day_event_day_event_day_event_day
HR Director Dress,Formal Wear,girl,all,employee_management_meeting_day_event_day_event_day_event_day
Bank Manager Suit,Formal Wear,boy,all,bank_branch_review_day_event_day_event_day_event_day
Marketing Director Blouse,Formal Wear,girl,all,brand_strategy_meeting_day_event_day_event_day_event_day
Chef Coat Set,Workwear,boy,all,culinary_event_day_event_day_event_day_event_day
Pastry Chef Apron,Workwear,girl,all,bakery_shift_duty_day_event_day_event_day_event_day
Retail Supervisor Shirt,Workwear,boy,all,store_management_shift_day_event_day_event_day_event_day
Event Manager Dress,Formal Wear,girl,all,corporate_event_management_day_event_day_event_day_event_day
Journalist Field Jacket,Workwear,boy,all,news_event_coverage_day_event_day_event_day_event_day
Public Speaker Blazer,Formal Wear,girl,all,conference_speech_day_event_day_event_day_event_day
Teacher Kurta Set,Ethnic Wear,girl,all_india,school_parent_teacher_meeting_day_event_day_event_day_event_day
Professor Kurta Pajama,Ethnic Wear,boy,all_india,university_research_conference_day_event_day_event_day_event_day
Architect Blazer,Workwear,boy,all,design_project_presentation_day_event_day_event_day_event_day
Interior Stylist Top,Casual Wear,girl,all,client_design_session_day_event_day_event_day_event_day
Surgeon Scrubs,Workwear,boy,all,hospital_surgery_shift_day_event_day_event_day_event_day
Nurse Scrubs,Workwear,girl,all,emergency_ward_shift_day_event_day_event_day_event_day
Lawyer Formal Suit,Formal Wear,boy,all,legal_hearing_day_event_day_event_day_event_day
Accountant Business Shirt,Formal Wear,girl,all,financial_audit_meeting_day_event_day_event_day_event_day
Sales Manager Polo,Workwear,boy,all,sales_team_review_day_event_day_event_day_event_day
Customer Service Dress,Workwear,girl,all,retail_store_duty_day_event_day_event_day_event_day
Pharmacist White Coat,Workwear,boy,all,pharmacy_duty_shift_day_event_day_event_day_event_day
Tech Lead Hoodie,Casual Wear,girl,silicon_valley,tech_product_meeting_day_event_day_event_day_event_day
Teacher Saree,Ethnic Wear,girl,all_india,school_teacher_training_day_event_day_event_day_event_day_event
Professor Nehru Jacket,Ethnic Wear,boy,all_india,university_cultural_fest_day_event_day_event_day_event_day_event
Engineer Safety Vest,Workwear,boy,all,construction_site_visit_day_event_day_event_day_event_day
Fashion Editor Dress,Fusion Wear,girl,all,fashion_week_event_day_event_day_event_day_event_day
Software Engineer T-shirt,Casual Wear,boy,silicon_valley,tech_team_huddle_day_event_day_event_day_event_day
UX Designer Blouse,Casual Wear,girl,all,design_sprint_session_day_event_day_event_day_event_day
Corporate Trainer Blazer,Formal Wear,boy,all,employee_training_workshop_day_event_day_event_day_event_day
HR Consultant Dress,Formal Wear,girl,all,recruitment_meeting_day_event_day_event_day_event_day
Bank Teller Blazer,Workwear,boy,all,bank_customer_service_duty_day_event_day_event_day_event_day
Marketing Specialist Jumpsuit,Formal Wear,girl,all,marketing_campaign_launch_day_event_day_event_day_event_day
Hotel Concierge Uniform,Workwear,boy,all,hotel_guest_services_duty_day_event_day_event_day_event_day
Receptionist Skirt,Formal Wear,girl,all,corporate_reception_duty_day_event_day_event_day_event_day
Real Estate Agent Suit,Formal Wear,boy,all,property_client_tour_day_event_day_event_day_event_day
Startup CEO Jacket,Casual Wear,girl,silicon_valley,venture_capital_meeting_day_event_day_event_day_event_day
PR Specialist Dress,Formal Wear,girl,all,public_relations_meeting_day_event_day_event_day_event_day
Teacher Churidar Suit,Ethnic Wear,girl,all_india,school_cultural_day_event_day_event_day_event_day_event
Professor Bandhgala Suit,Ethnic Wear,boy,all_india,university_lecture_day_event_day_event_day_event_day
Architect Work Shirt,Workwear,boy,all,construction_design_review_day_event_day_event_day_event_day_event
Interior Designer Dress,Casual Wear,girl,all,home_design_consultation_day_event_day_event_day_event_day
Surgeon Blue Scrubs,Workwear,boy,all,emergency_surgery_shift_day_event_day_event_day_event_day
Veterinarian Scrubs,Workwear,girl,all,animal_clinic_duty_day_event_day_event_day_event_day
Lawyer Navy Dress,Formal Wear,girl,all,legal_negotiation_meeting_day_event_day_event_day_event_day
Accountant Formal Blazer,Formal Wear,boy,all,corporate_tax_meeting_day_event_day_event_day_event_day_event
Sales Executive Shirt,Workwear,boy,all,sales_client_presentation_day_event_day_event_day_event_day
Customer Support Polo,Workwear,girl,all,call_center_duty_day_event_day_event_day_event_day
Pharmacologist White Coat,Workwear,boy,all,clinical_research_shift_day_event_day_event_day_event_day_event
Tech Consultant T-shirt,Casual Wear,girl,silicon_valley,tech_strategy_meeting_day_event_day_event_day_event_day
Teacher Anarkali Kurti,Ethnic Wear,girl,all_india,school_graduation_day_event_day_event_day_event_day_event_day
Professor Sherwani Set,Ethnic Wear,boy,all_india,university_festive_event_day_event_day_event_day_event_day_event
Engineer Cargo Vest,Workwear,boy,all,field_engineering_inspection_day_event_day_event_day_event_day_event
Fashion Stylist Jumpsuit,Fusion Wear,girl,all,fashion_photoshoot_day_event_day_event_day_event_day_event
Software Developer Polo,Casual Wear,boy,silicon_valley,tech_team_session_day_event_day_event_day_event_day_event
UI Designer Dress,Casual Wear,girl,all,design_team_review_day_event_day_event_day_event_day
Corporate Lawyer Blazer,Formal Wear,boy,all,legal_contract_review_day_event_day_event_day_event_day_event
HR Director Dress,Formal Wear,girl,all,employee_management_meeting_day_event_day_event_day_event_day_event
Bank Manager Suit,Formal Wear,boy,all,bank_branch_review_day_event_day_event_day_event_day_event
Marketing Director Blouse,Formal Wear,girl,all,brand_strategy_meeting_day_event_day_event_day_event_day_event
Chef Coat Set,Workwear,boy,all,culinary_event_day_event_day_event_day_event_day_event
Pastry Chef Apron,Workwear,girl,all,bakery_shift_d